"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"660",6058,"Tsu",1846,3,NA,NA,NA,NA,NA,6.9,NA,6.9,NA,NA,NA,NA,NA,"JAPAN","",39.5,142.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","SANRIKU, JAPAN"
"661",1876,"",1846,6,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"GREECE","",37,22,130,30,2,NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  MESSINI-MICROMANI (MESSINIA)"
"662",1878,"",1846,6,28,1,15,NA,50,7.9,NA,7.9,NA,NA,NA,NA,6,"PERU","",-14,-76.8,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","PERU"
"663",1879,"",1846,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"ITALY","",37,15.3,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  SIRACUSA (SYRACUSE)"
"664",1881,"Tsu",1846,8,14,12,35,NA,5,6.1,NA,6.1,NA,NA,NA,NA,10,"ITALY","",43.4,10.6,130,56,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,56,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Europe","ITALY:  ORCIANO, LUCIANA"
"665",1883,"",1846,12,10,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,7.5,NA,"INDIA","",26,93,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDIA"
"666",1884,"",1847,3,8,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"CHILE","",-32.45,-71.27,160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CHILE"
"667",1887,"",1847,5,8,NA,NA,NA,NA,7.4,NA,7.4,NA,NA,NA,NA,NA,"JAPAN","",37,138,30,12000,4,NA,NA,NA,NA,NA,4,34000,4,NA,NA,12000,4,NA,NA,NA,NA,NA,4,34000,4,NA,NA,"Asia","JAPAN:  ZENKOJI, NAGANO"
"668",6059,"Tsu",1847,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERU","",-12.1,-77.1,160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","PERU:  CALLAO"
"669",1888,"",1847,6,21,NA,NA,NA,40,7.5,NA,NA,NA,NA,NA,7.5,NA,"RUSSIA","",46,152,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"670",1889,"",1847,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"EGYPT","",29.5,30.5,15,185,3,NA,NA,NA,4,NA,4,4072,4,4072,4,126,3,NA,NA,NA,4,NA,4,4072,4,NA,4,"Africa","EGYPT:  AL-FAYYUM, CAIRO"
"671",1890,"",1847,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-96.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Americas","MEXICO:  OAXACA"
"672",6060,"",1847,10,8,NA,NA,NA,NA,7.3,NA,7.3,NA,NA,NA,NA,8,"CHILE","",-31.61,-71.18,160,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Americas","CHILE:  COQUIMBO"
"673",10223,"Tsu",1847,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHILE","",-31.61,-71.18,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CHILE:  COQUIMBO"
"674",6649,"Tsu",1847,10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDIA","",7.333,93.667,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDIA:  LITTLE NICOBAR ISLAND"
"675",1891,"",1847,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDONESIA","",-6.67,108.55,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Asia","INDONESIA:  JAVA:  CHERIBON"
"676",7936,"",1847,12,19,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"PORTUGAL","",38.7,-9.2,130,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Europe","PORTUGAL:  LISBON"
"677",1892,"",1848,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"ITALY","",37.2,15.2,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  SICILY"
"678",1893,"",1848,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOROCCO","",35.3,-2.97,15,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa","MOROCCO:  MELILLA"
"679",1894,"",1848,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-96.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  OAXACA,GUERRERO"
"680",6061,"Tsu",1848,10,15,14,10,NA,NA,7.9,NA,7.9,NA,NA,NA,NA,NA,"NEW ZEALAND","",-41.3,174.5,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  N."
"681",10012,"",1848,10,17,4,10,NA,NA,6,NA,6,NA,NA,NA,NA,NA,"NEW ZEALAND","",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,"Oceania","NEW ZEALAND:  COOK STRAIT"
"682",10013,"",1848,10,18,17,33,NA,NA,6,NA,6,NA,NA,NA,NA,NA,"NEW ZEALAND","",-41.67,174,170,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Oceania","NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH"
"683",1895,"",1848,12,3,NA,NA,NA,NA,6.8,NA,6.8,NA,NA,NA,NA,9,"TAIWAN","",24.1,120.5,30,1001,4,NA,NA,NA,4,NA,4,20300,1,NA,NA,1001,4,NA,NA,NA,NA,NA,4,20300,4,NA,NA,"Asia","TAIWAN: ZHANGHUA"
"684",1897,"",1849,2,26,9,30,NA,13,6,NA,NA,NA,NA,NA,6,9,"VENEZUELA","",7.3,-72.3,160,40,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","VENEZUELA:  TACHIRA (LOBATERA)"
"685",1899,"",1849,5,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VENEZUELA","",10.7,-71.6,160,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","VENEZUELA:  MARACAIBO"
"686",6062,"Tsu",1849,9,28,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUSSIA","",55,166,50,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Asia","RUSSIA:  KAMCHATKA"
"687",1900,"Tsu",1849,10,28,9,0,NA,20,7.5,NA,7.5,NA,NA,NA,NA,10,"RUSSIA","",55,166,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KOMANDORSKY ISLAND"
"688",1902,"Tsu",1849,11,17,10,10,NA,NA,7.5,NA,7.5,NA,NA,NA,NA,8,"CHILE","",-29.95,-71.37,160,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Americas","CHILE:  COQUIMBO"
"689",1904,"",1850,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"CROATIA","",42.8,17.7,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","BALKANS NW:  CROATIA:  STON"
"690",1905,"",1850,9,12,NA,NA,NA,NA,7.5,NA,7.5,NA,NA,NA,NA,10,"CHINA","",27.8,102.3,30,20650,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20650,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Asia","CHINA:  SICHUAN:  XICHANG"
"691",1903,"",1850,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,6,"CHINA","",34.7,104.9,30,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Asia","CHINA:  GANSU PROVINCE:  WUSBAN"
"692",1907,"",1851,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"SWITZERLAND","",46.3,8,120,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","SWITZERLAND"
"693",1908,"",1851,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"ALBANIA","",41.2,20.2,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ALBANIA"
"694",1909,"",1851,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLOMBIA","",10.4,-75.4,160,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","COLOMBIA:  CARTAGENA"
"695",1912,"Tsu",1851,2,28,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"TURKEY","",36.5,28.8,140,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  FETHIYE; GREECE:  RHODES"
"696",1913,"",1851,4,2,10,48,NA,NA,7.1,NA,7.1,NA,NA,NA,NA,8,"CHILE","",-33.32,-71.42,160,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","CHILE:  VALPARAISO"
"697",1914,"",1851,4,19,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAKISTAN","",25.1,62.3,60,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Asia","PAKISTAN:  GAVADER"
"698",6064,"Tsu",1851,5,15,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"USA","CA",37.8,-122.4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  NORTHERN"
"699",1915,"",1851,5,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GUADELOUPE","",16.2,-61.4,90,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","GUADELOUPE:  POINTE-A-PITRE"
"700",6560,"Tsu",1851,5,26,18,14,NA,NA,7.2,NA,7.2,NA,NA,NA,NA,10,"CHILE","",-27.35,-70.35,160,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Americas","CHILE:  COPIAPO"
"701",1918,"",1851,8,14,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"ITALY","",41,15.7,130,671,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,671,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE"
"702",1921,"Tsu",1851,10,12,6,NA,NA,NA,6.6,NA,6.6,NA,NA,NA,NA,11,"ALBANIA","",40.5,19.7,130,2000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,2000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Europe","ALBANIA:  VLORE (VALONA),BERAT; TURKEY"
"703",1922,"",1851,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ALBANIA","",40.5,19.7,130,400,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,400,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","ALBANIA:  BERAT"
"704",6065,"Tsu",1851,11,13,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","CA",40,-122,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  NORTHERN"
"705",1906,"",1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRAN","",36.2,55,140,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  SHAHRUD"
"706",9907,"Tsu",1852,1,9,NA,NA,NA,150,6.5,NA,6.5,NA,NA,NA,NA,8,"INDONESIA","",-6.5,105.5,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG"
"707",1927,"",1852,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-96.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  OAXACA"
"708",1924,"",1852,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAKISTAN","",27.7,68.8,60,350,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,350,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Asia","PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS"
"709",1928,"",1852,2,22,NA,NA,NA,10,5.8,NA,NA,NA,NA,NA,5.8,9,"IRAN","",37.1,58.4,140,2000,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  KHABUSHAN (NW KUCHAN)"
"710",1930,"",1852,5,26,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,8,"CHINA","",37.5,105.2,30,300,3,NA,NA,400,3,NA,3,20000,4,NA,NA,300,3,NA,NA,400,3,NA,3,20000,4,NA,NA,"Asia","CHINA: NINGXIA"
"711",6609,"Tsu",1852,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUBA","",20,-75.8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CUBA: SANTIAGO DE CUBA"
"712",1931,"",1852,7,24,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,7.3,NA,"TURKEY","",39.9,41.3,140,17,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"713",1933,"Tsu",1852,9,16,10,45,NA,NA,7.5,NA,7.5,NA,NA,NA,NA,9,"PHILIPPINES","",14,120.5,170,3,1,NA,NA,1,1,NA,3,NA,3,NA,NA,3,1,NA,NA,1,1,NA,3,NA,3,NA,NA,"Asia","PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA"
"714",6066,"Tsu",1852,11,11,0,0,NA,NA,6.8,NA,6.8,NA,NA,NA,NA,NA,"INDONESIA","",1.5,98,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  SUMATRA:  SIBOLGA"
"715",9882,"Tsu",1852,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDONESIA","",-3.7,128.2,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  AMBON ISLAND"
"716",6067,"Tsu",1852,11,25,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","CA",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  NORTHERN"
"717",1934,"Tsu",1852,11,25,22,40,NA,100,8.3,NA,8.3,NA,NA,NA,NA,9,"INDONESIA","",-5.25,129.75,170,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,60,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Asia","INDONESIA:  MALUKU:  BANDANAIRA"
"718",6111,"Tsu",1852,11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"PERU","",-12.1,-77.1,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","PERU"
"719",6534,"Tsu",1852,11,29,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,"MEXICO","",32.5,-115.5,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","N. MEXICO"
"720",6112,"Tsu",1852,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-100,150,1,1,NA,NA,NA,4,NA,3,NA,3,NA,NA,1,1,NA,NA,NA,4,NA,3,NA,3,NA,NA,"Americas","S. MEXICO"
"721",9883,"Tsu",1852,12,24,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,"INDONESIA","",-5,130.5,170,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,"Asia","INDONESIA:  BANDANEIRA"
"722",1936,"",1852,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"PHILIPPINES","",13.8,121.1,170,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Asia","PHILIPPINES:  BATANGAS, N MINDANAO"
"723",1938,"",1853,2,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"USA","CA",35.5,-121,150,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  SAN SIMEON"
"724",1939,"",1853,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN","",35.5,139.5,30,79,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  ODAWARA"
"725",1940,"",1853,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"ITALY","",40.9,15.2,130,12,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  CAPOSELE,CALABRITTO,LIONI"
"726",1942,"",1853,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"IRAN","",29.6,52.5,140,13000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,13000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Asia","IRAN:  SHIRAZ"
"727",1944,"",1853,5,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"ITALY","",40.8,15.2,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  S"
"728",1948,"Tsu",1853,7,15,NA,NA,NA,14,6.7,NA,6.7,NA,NA,NA,NA,9,"VENEZUELA","",10.5,-64.2,90,1000,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,1000,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","VENEZUELA:  CUMANA"
"729",1950,"Tsu",1853,8,18,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"GREECE","",38.25,23.5,130,17,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  THEBES, BOEOTIA"
"730",9956,"Tsu",1853,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN","",26.2,127.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  OKINAWA"
"731",6113,"Tsu",1853,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUSSIA","",47,154,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  S. KURIL ISLANDS"
"732",1937,"",1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"PHILIPPINES","",14,123,170,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Asia","PHILIPPINES:  CAMARINES, DAET"
"733",1951,"",1854,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",24,-104.4,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  DURANGO"
"734",6115,"Tsu",1854,1,4,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,"INDONESIA","",-3.5,128.6,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  BANDA SEA"
"735",1952,"",1854,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",19.8,-100.2,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  TLAPUJAHUA"
"736",6116,"Tsu",1854,1,27,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"USA","AK",57,-152,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: ALASKA:  GULF OF ALASKA"
"737",1955,"",1854,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",39.3,16.3,130,468,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO"
"738",1957,"",1854,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EL SALVADOR","",13.8,-89.2,100,1000,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Americas","EL SALVADOR:  SAN SALVADOR"
"739",1958,"",1854,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-96.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  VERACRUZ,OAXACA"
"740",6117,"Tsu",1854,5,31,12,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","CA",34.4,-119.7,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  SOUTHERN"
"741",1959,"",1854,6,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"ITALY","",44.3,11.8,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  N"
