"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"3071",4694,"Tsu",1975,7,20,14,37,39.9,49,7.9,NA,7.9,6.6,NA,NA,NA,8,"PAPUA NEW GUINEA","",-6.59,155.054,170,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,"Oceania","PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE"
"3072",4695,"",1975,7,20,19,54,27.7,44,7.7,NA,7.7,6.1,NA,NA,NA,7,"PAPUA NEW GUINEA","",-7.104,155.152,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU"
"3073",4696,"",1975,8,1,20,20,12.9,15,5.6,NA,5.6,5.8,5.7,NA,NA,8,"USA","CA",39.439,-121.528,150,NA,NA,NA,NA,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,10,1,3,2,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  OROVILLE"
"3074",4697,"",1975,9,6,9,20,10.9,26,6.7,NA,6.7,6.1,NA,NA,NA,9,"TURKEY","",38.474,40.723,140,2311,4,NA,NA,3372,4,17,3,NA,NA,NA,NA,2311,4,NA,NA,3372,4,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  LICE"
"3075",4701,"",1975,9,21,14,16,37.8,33,5,NA,5,5.2,NA,NA,NA,7,"IRAN","",31.599,51.037,140,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  SARPIR,DORAHAN,DEH BAGH"
"3076",4703,"Tsu",1975,10,31,8,28,2.6,50,7.6,NA,7.6,6.4,NA,NA,NA,6,"PHILIPPINES","",12.54,125.993,170,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,30,1,NA,NA,"Asia","PHILIPPINES"
"3077",4704,"Tsu",1975,11,29,14,47,40.9,2,7.7,7.7,7.2,6,NA,NA,NA,9,"USA","HI",19.451,-155.033,150,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,4,2,NA,3,NA,NA,"Americas","USA: HAWAII"
"3078",10271,"Tsu",1975,12,16,21,1,39,33,4.9,NA,NA,4.9,NA,NA,NA,NA,"FIJI","",-18.672,178.464,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","FIJI ISLANDS"
"3079",4705,"Tsu",1975,12,26,15,56,38.7,33,7.8,NA,7.8,6.4,NA,NA,7.8,5,"SAMOA","",-16.265,-172.467,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","SAMOA ISLANDS"
"3080",4706,"",1975,12,31,9,45,47.7,19,5.5,NA,5.5,5.4,NA,NA,NA,9,"GREECE","",38.628,21.798,130,1,1,NA,NA,10,1,NA,3,NA,NA,NA,NA,1,1,NA,NA,10,1,NA,3,NA,NA,NA,NA,"Europe","GREECE:  KATO-MAKRINOU"
"3081",4707,"",1976,1,13,13,29,19.5,33,6.4,NA,6.4,NA,NA,NA,6.4,NA,"ICELAND","",66.16,-16.58,120,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ICELAND:  KOPASKER"
"3082",4708,"",1976,1,14,15,56,34.9,69,7.8,NA,7.8,6.3,NA,NA,7.8,8,"KERMADEC ISLANDS (NEW ZEALAND)","",-29.208,-177.886,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","KERMADEC ISLANDS"
"3083",4709,"Tsu",1976,1,14,16,47,33.5,33,8,NA,8,6.5,NA,NA,8.2,NA,"KERMADEC ISLANDS (NEW ZEALAND)","",-28.427,-177.657,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","KERMADEC ISLANDS"
"3084",6450,"Tsu",1976,1,21,10,5,24.1,41,7,NA,7,6.3,NA,NA,NA,5,"RUSSIA","",44.915,149.123,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3085",4711,"Tsu",1976,2,4,9,1,43.4,5,7.5,NA,7.5,6.2,NA,NA,NA,9,"GUATEMALA","",15.324,-89.101,90,23000,4,NA,NA,76000,4,2147,4,NA,NA,NA,NA,23000,4,NA,NA,76000,4,2147,4,NA,NA,NA,NA,"Americas","GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY"
"3086",4714,"",1976,3,13,16,30,41.5,5,5.1,NA,5.1,5.4,NA,NA,NA,NA,"GUATEMALA","",14.767,-91.061,100,4,1,NA,NA,50,1,NA,2,NA,NA,NA,NA,4,1,NA,NA,50,1,NA,2,NA,NA,NA,NA,"Americas","GUATEMALA"
"3087",4715,"",1976,3,19,13,3,38.4,33,5.5,NA,5.5,5.6,NA,NA,5.5,8,"AFGHANISTAN","",36.61,67.79,40,50,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE"
"3088",4716,"",1976,3,25,11,55,39.4,18,4.8,NA,NA,4.8,NA,NA,4.8,NA,"TURKEY","",41.13,43.01,140,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"3089",4717,"",1976,4,8,2,40,27,33,7,NA,7,6.5,NA,NA,7.3,7,"UZBEKISTAN","",40.31,63.77,40,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","UZBEKISTAN:  GAZLI"
"3090",4718,"",1976,4,9,7,8,47,9,6.7,NA,6.7,NA,NA,NA,6.7,NA,"ECUADOR","",0.78,-79.8,160,10,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","ECUADOR:  ESMERALDOS"
"3091",4719,"",1976,4,29,22,18,9.1,44,5.5,NA,5.5,5,NA,NA,5.5,NA,"TURKEY","",40.89,42.85,140,4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"3092",4720,"",1976,5,6,20,0,11.6,9,6.5,NA,6.5,6,NA,NA,NA,10,"ITALY","",46.356,13.275,130,978,3,NA,NA,1700,4,3600,4,NA,NA,NA,NA,978,3,NA,NA,1700,4,3600,4,NA,NA,NA,NA,"Europe","ITALY:  NE, BALKANS NW:   SLOVENIA: NW"
"3093",4724,"",1976,5,17,2,58,40.6,10,7,NA,7,6.3,NA,NA,7.3,10,"UZBEKISTAN","",40.38,63.47,40,NA,NA,NA,NA,NA,NA,85,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","UZBEKISTAN:  GAZLI, BUKHARA"
"3094",4725,"",1976,5,29,12,23,18.7,8,7.3,NA,7.3,6.1,NA,NA,NA,9,"CHINA","",24.57,98.953,30,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI"
"3095",4726,"",1976,5,29,14,0,18.5,10,7.4,NA,7.4,6,NA,NA,NA,9,"CHINA","",24.531,98.71,30,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI"
"3096",4727,"",1976,6,7,14,26,39.1,45,6.4,NA,6.4,6.1,NA,NA,6.4,NA,"MEXICO","",17.4,-100.64,150,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  MEXICO CITY"
"3097",4729,"",1976,6,25,19,18,56.9,33,7.1,NA,7.1,6.1,NA,NA,NA,NA,"INDONESIA","",-4.603,140.091,170,6000,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,6000,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Asia","INDONESIA:  NEW GUINEA:  IRIAN JAYA"
"3098",4731,"",1976,7,14,7,13,24,40,6.5,NA,6.5,6.2,NA,NA,NA,NA,"INDONESIA","",-8.17,114.888,170,573,3,NA,NA,4755,4,195,4,NA,NA,NA,NA,573,3,NA,NA,4755,4,195,4,NA,NA,NA,NA,"Asia","INDONESIA:  BALI"
"3099",4732,"",1976,7,26,2,56,39.3,33,6.2,NA,6.2,5.8,NA,NA,5.8,7,"MALAYSIA","",4.96,118.31,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","MALAYSIA:  SABAH:  LAHAD,DATU,KANAK"
"3100",4735,"",1976,7,27,19,42,54.6,23,7.5,7.5,7.9,6.3,NA,NA,NA,11,"CHINA","",39.57,117.98,30,242769,4,NA,NA,799000,4,5600,4,NA,NA,NA,NA,242769,4,NA,NA,799000,4,5600,4,NA,NA,NA,NA,"Asia","CHINA:  NE:  TANGSHAN"
"3101",4737,"",1976,7,28,10,45,35.2,26,7.4,NA,7.4,6.3,NA,NA,NA,9,"CHINA","",39.664,118.401,30,NA,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Asia","CHINA:  NE:  TANGSHAN"
"3102",4739,"Tsu",1976,8,16,16,11,7.3,33,8,8,7.9,6.4,NA,NA,NA,6,"PHILIPPINES","",6.292,124.09,170,1200,4,NA,NA,3500,4,134,4,NA,NA,NA,NA,8000,4,NA,NA,10000,4,134,4,NA,NA,NA,NA,"Asia","PHILIPPINES:  MINDANAO:  S"
"3103",7362,"",1976,8,17,4,19,27.3,22,6.8,NA,6.8,6.2,NA,NA,NA,NA,"PHILIPPINES","",7.249,122.939,170,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","PHILIPPINES:  MINDANAO"
"3104",4741,"",1976,8,19,1,12,36.7,3,4.9,NA,4.9,5,NA,NA,5.6,4,"TURKEY","",37.7,28.89,140,4,1,NA,NA,50,1,NA,2,1800,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  DENIZLI"
"3105",4742,"",1976,9,11,16,31,12,16,5.5,NA,5.5,5.2,NA,NA,NA,7,"ITALY","",46.28,13.157,130,5,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,5,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,"Europe","ITALY:  NORTHEASTERN"
"3106",4743,"",1976,9,15,3,15,19.9,10,6,NA,6,5.7,NA,NA,NA,9,"ITALY","",46.302,13.197,130,11,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,11,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,"Europe","ITALY:  NORTHEASTERN"
"3107",4744,"",1976,9,15,9,21,19.1,17,5.9,NA,5.9,5.4,NA,NA,6.5,9,"ITALY","",46.32,13.13,130,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY-BALKANS NW"
"3108",4746,"",1976,10,29,2,51,7.6,33,7.1,NA,7.1,6.1,NA,NA,NA,8,"INDONESIA","",-4.517,139.918,170,133,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,133,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Asia","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA"
"3109",4748,"",1976,11,7,4,0,51.6,13,6.2,NA,6.2,5.6,NA,NA,6.2,8,"IRAN","",33.8,59.15,140,17,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  KHORASAN PROVINCE"
"3110",4752,"",1976,11,24,12,22,18.8,36,7.3,NA,7.3,6.1,NA,NA,7.3,10,"TURKEY","",39.12,44.03,140,5000,4,NA,NA,NA,NA,60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY:  MURADIYE"
"3111",4753,"",1976,11,27,21,42,12.2,190,6.1,NA,NA,6.1,NA,NA,7,5,"AFGHANISTAN","",36.51,71.04,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","AFGHANISTAN; TAJIKISTAN:  KHOROG"
"3112",4755,"",1976,11,30,0,40,57.8,82,7.3,NA,NA,7.3,NA,NA,7.3,8,"CHILE","",-20.52,-68.92,160,1,1,NA,NA,13,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA"
"3113",4756,"",1976,12,8,8,38,25.7,33,5.2,NA,NA,5.2,NA,NA,5.2,NA,"SOUTH AFRICA","",-27.953,26.653,10,4,1,NA,NA,36,1,NA,2,NA,NA,NA,NA,4,1,NA,NA,36,1,NA,2,NA,NA,NA,NA,"Africa","SOUTH AFRICA"
"3114",4757,"",1976,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRAN","",39,44,140,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  SADAL,DALAK DASHI,AB-E-GARM,SIAH CHESHMEH"
"3115",4758,"",1977,1,26,13,11,29.8,33,5.2,NA,NA,5.2,NA,NA,5,6,"INDONESIA","",-8.22,115.19,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM"
"3116",4759,"",1977,1,31,14,26,14.8,20,5.9,NA,5.9,6.1,NA,NA,5.9,NA,"TAJIKISTAN","",40.04,70.85,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","TAJIKISTAN"
"3117",4760,"",1977,3,4,19,21,55.6,89,7.5,7.5,NA,7.2,NA,NA,NA,NA,"ROMANIA","",45.777,26.703,110,1641,4,NA,NA,10500,4,2000,4,NA,NA,NA,NA,1641,4,NA,NA,10500,4,2000,4,NA,NA,NA,NA,"Europe","ROMANIA:  BUCHAREST"
"3118",4763,"",1977,3,8,23,17,28,22,6,NA,6,5.5,NA,NA,6,8,"INDONESIA","",0.45,100.02,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  SUMATERA,SINURAT,TALU"
"3119",4764,"",1977,3,18,21,43,52.4,37,7.3,7.3,7,6.2,NA,NA,NA,7,"PHILIPPINES","",16.77,122.33,170,1,1,NA,NA,9,1,0.1,1,14,1,22,1,1,1,NA,NA,9,1,0.1,1,14,1,22,1,"Asia","PHILIPPINES:  LUZON:  MANILA"
"3120",4765,"",1977,3,21,21,18,54.2,29,6.9,NA,6.9,6.2,NA,NA,7,NA,"IRAN","",27.61,56.39,140,167,3,NA,NA,556,3,NA,3,NA,NA,NA,NA,167,3,NA,NA,556,3,NA,3,NA,NA,NA,NA,"Asia","IRAN:  BANDAR ABBAS"
"3121",4767,"",1977,3,25,2,39,58.2,21,4.9,NA,4.9,5.2,NA,NA,5.2,NA,"TURKEY","",38.56,40.02,140,30,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"3122",4769,"Tsu",1977,4,2,7,15,22.7,33,7.6,NA,7.6,6.8,NA,NA,NA,6,"SAMOA","",-16.696,-172.095,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","SAMOA ISLANDS:  APIA"
"3123",4772,"",1977,4,6,13,36,37.1,41,5.9,NA,5.9,5.5,NA,NA,5.9,NA,"IRAN","",31.98,50.68,140,366,3,NA,NA,200,3,NA,2,NA,NA,NA,NA,366,3,NA,NA,200,3,NA,2,NA,NA,NA,NA,"Asia","IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR"
"3124",6798,"Tsu",1977,4,20,23,13,10.4,33,6.8,NA,6.8,6.4,NA,NA,NA,6,"SOLOMON ISLANDS","",-9.828,160.323,170,34,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,34,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS"
"3125",6797,"Tsu",1977,4,20,23,42,50.5,19,7.6,NA,7.6,6.3,NA,NA,NA,7,"SOLOMON ISLANDS","",-9.89,160.348,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS"
"3126",4773,"",1977,4,20,23,49,13.1,33,7.5,NA,7.5,6.8,NA,NA,NA,NA,"SOLOMON ISLANDS","",-9.844,160.822,170,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS"
"3127",4774,"Tsu",1977,4,21,4,24,9.6,33,8.1,NA,8.1,6.6,NA,NA,NA,7,"SOLOMON ISLANDS","",-9.965,160.731,170,18,1,NA,NA,1,1,NA,3,NA,NA,NA,NA,18,1,NA,NA,1,1,NA,3,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS"
"3128",4775,"",1977,5,26,1,35,13.8,37,5.4,NA,5.4,5.2,NA,NA,5.4,NA,"IRAN","",38.934,44.38,140,3,1,NA,NA,9,1,NA,3,NA,NA,NA,NA,3,1,NA,NA,9,1,NA,3,NA,NA,NA,NA,"Asia","IRAN:  AZARBAIJAN"
"3129",4776,"",1977,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRAN","",39,44,140,6,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI"
"3130",4778,"",1977,7,16,13,13,29.6,6,4.6,NA,NA,4.6,NA,NA,4.2,6,"SLOVENIA","",46.29,14.29,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE"
"3131",4779,"Tsu",1977,8,19,6,8,55.2,33,8,NA,8,7,NA,NA,NA,NA,"INDONESIA","",-11.085,118.464,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,189,3,NA,NA,75,2,1.2,2,NA,NA,NA,NA,"Asia","INDONESIA:  SUNDA ISLANDS"
"3132",6452,"Tsu",1977,8,28,20,10,5,33,5.5,NA,5.5,5.2,NA,NA,NA,4,"PAPUA NEW GUINEA","",-1.081,146.23,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","PAPUA NEW GUINEA:  ADMIRALTY ISLANDS"
"3133",4780,"",1977,8,31,0,42,5.4,33,6.5,NA,6.5,5.7,NA,NA,6.4,NA,"COLOMBIA","",7.34,-76.3,160,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","COLOMBIA:  APARTADO, MEDELLIN"
"3134",4781,"",1977,11,3,2,22,54.9,6,5.1,NA,5.1,5.2,5.5,NA,5.2,7,"ROMANIA","",42.11,23.97,110,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ROMANIA:  VELINGRAD"
"3135",4782,"",1977,11,9,11,20,32.8,33,4.9,NA,NA,4.9,NA,NA,5,NA,"IRAN","",36.73,55.04,140,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IRAN:  GORGAN"
"3136",4784,"",1977,11,23,9,26,24.7,13,7.4,NA,7.4,6.3,NA,NA,7.4,9,"ARGENTINA","",-31.03,-67.77,160,70,2,NA,NA,300,3,80,4,NA,NA,NA,NA,70,2,NA,NA,300,3,80,4,NA,NA,NA,NA,"Americas","ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA"
"3137",4786,"",1977,12,19,23,34,34.2,31,5.8,NA,5.8,5.4,NA,NA,5.8,NA,"IRAN","",30.95,56.47,140,584,3,NA,NA,1000,3,NA,3,NA,NA,NA,NA,584,3,NA,NA,1000,3,NA,3,NA,NA,NA,NA,"Asia","IRAN:  BAB-TANGOL"
"3138",4788,"Tsu",1978,1,14,3,24,39,14,6.6,NA,6.6,6.2,NA,NA,7,5,"JAPAN","",34.809,139.259,30,25,1,4,1,129,3,NA,3,85,2,544,3,25,1,NA,NA,129,3,NA,3,85,2,544,3,"Asia","JAPAN:  TOKKAIDO, OSHIMA"
"3139",4789,"",1978,2,9,21,35,12.7,33,7.7,NA,7.7,5.7,NA,NA,7.7,NA,"KERMADEC ISLANDS (NEW ZEALAND)","",-30.68,-177.36,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","KERMADEC ISLANDS:  S OF"
"3140",4790,"",1978,2,15,3,17,37.3,33,4.5,NA,4.5,4.8,NA,NA,4.5,NA,"TURKEY","",39.69,39.79,140,NA,NA,NA,NA,20,1,NA,2,525,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"3141",4791,"",1978,2,20,4,36,58.1,60,6.1,NA,NA,6.1,NA,NA,6.7,8,"JAPAN","",38.78,141.95,30,NA,NA,NA,NA,30,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  OFUNATO, TOHOKU"
"3142",4792,"",1978,3,11,19,20,49.1,33,5,NA,5,5.6,NA,NA,5,NA,"ITALY","",38.1,16.03,130,2,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  SICILY"
"3143",4794,"",1978,3,16,2,0,0.5,33,5.9,NA,5.9,5.3,NA,NA,5.8,2,"PAKISTAN","",29.926,66.302,60,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PAKISTAN:  QUETTA, NUSHKI"
"3144",4795,"",1978,3,19,1,39,14,36,6.6,NA,6.6,5.8,NA,NA,6.5,NA,"MEXICO","",17.03,-99.74,150,1,1,NA,NA,25,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  ACAPULCO"
"3145",6599,"Tsu",1978,3,22,0,50,32.2,33,6.7,NA,6.7,6.3,NA,NA,NA,4,"RUSSIA","",44.026,149.002,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3146",6799,"Tsu",1978,3,22,21,34,33.4,33,6.6,NA,6.6,6,NA,NA,NA,5,"RUSSIA","",44.14,149.029,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3147",4796,"Tsu",1978,3,23,0,31,2.1,46,6.8,NA,6.8,6.1,NA,NA,NA,5,"RUSSIA","",44.209,148.971,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3148",4797,"Tsu",1978,3,23,3,15,20.3,33,7.5,NA,7.5,6.4,NA,NA,NA,6,"RUSSIA","",44.932,148.439,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3149",4798,"Tsu",1978,3,24,19,47,50.7,33,7.6,NA,7.6,6.5,NA,NA,NA,6,"RUSSIA","",44.244,148.862,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3150",4799,"",1978,3,24,21,5,48.2,33,7.1,NA,7.1,6.2,NA,NA,NA,8,"KAZAKHSTAN","",42.839,78.606,40,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","KAZAKHSTAN:  ALMA-ATA"
